lease_id,property_id,property_name,asset_class,address,city,province,suite_unit,tenant_legal_name,tenant_dba,tenant_category,tenant_role,is_loblaw_banner,gla_sqft,lease_status,commencement_date,expiry_date,initial_term_years,base_rent_psf_year1,annual_base_rent_year1,monthly_base_rent_year1,rent_escalation_summary,rent_escalation_schedule,recovery_structure,additional_rent_psf_estimate,recovery_clause_text,percentage_rent_type,percentage_rent_breakpoint,percentage_rent_rate,percentage_rent_clause_text,renewal_options_count,renewal_option_years_each,renewal_clause_text,use_clause_text,exclusivity_type,exclusivity_clause_text,co_tenancy_type,co_tenancy_clause_text,radius_restriction_type,radius_restriction_clause_text,assignment_subletting_type,assignment_subletting_clause_text,early_termination_type,early_termination_clause_text,ti_allowance_summary,ti_allowance_clause_text,security_deposit_summary,security_deposit_clause_text,guarantor,anchor_tenant_at_property,lease_document_reference,abstracted_by,last_updated
CHP-LSE-00814,CHP-IND-1136,Kingston East,Industrial,"4951 Albert St, Kingston, ON",Kingston,ON,Anchor Premises,Loblaw Companies Limited,Loblaw Companies Limited,Distribution Centre,Anchor,False,544187,Expired (holdover),2008-12-24,2018-12-23,10,15.73,8560061.51,713338.46,Annual fixed escalator of 2.93% per year,2.93% annual,Triple Net (NNN),$6.56/sf,"Tenant pays its Proportionate Share of Realty Taxes, Insurance, and Operating Costs (collectively 'Additional Rent'), payable in equal monthly installments based on Landlord's annual estimate, with reconciliation within 120 days of year end. Operating Costs exclude capital expenditures (except amortized over useful life), leasing commissions, and Landlord's income taxes. Tenant has audit rights once per Lease Year on 60 days notice.",None,,,No percentage rent.,3,5,"Tenant has 3 options to extend, each for a five (5) year term, at fair market rent (but not less than the rent payable in the final year of the prior Term). Notice required 9 months before expiry.","Operation of a warehouse and distribution facility for the receipt, storage, sortation, and shipment of e-commerce parcels, including ancillary office uses.",None,Tenant has no exclusivity rights under this Lease.,None,No co-tenancy provisions.,None,No radius restriction.,Permitted to affiliates / successors,"Tenant may assign or sublet without Landlord's consent to (i) any affiliate, parent or subsidiary, (ii) any successor by merger, amalgamation or reorganization, or (iii) any purchaser of all or substantially all of Tenant's assets in the Province. Any other assignment requires Landlord's consent, not to be unreasonably withheld.",None,No early termination rights other than for Landlord default or casualty/expropriation.,$0 (as-is),Premises delivered in as-is condition. No tenant improvement allowance.,Corporate guarantee,Lease guaranteed by parent entity. No security deposit.,Corporate covenant of Loblaw Companies Limited or parent entity,N/A,CHP-LEGAL/CHP-IND-1136/00814-Lease-and-Amendments.pdf,AI-Auto-v3,2024-08-30
CHP-LSE-00815,CHP-IND-1136,Kingston East,Industrial,"4951 Albert St, Kingston, ON",Kingston,ON,Unit E38,Martinrea Inc.,Martinrea,Manufacturing,Junior Anchor,False,38358,Expired,2008-02-04,2023-02-03,15,15.49,594165.42,49513.79,Annual fixed escalator of 3.57% per year,3.57% annual,Triple Net (NNN),$6.51/sf,"Tenant pays its Proportionate Share of Realty Taxes, Insurance, and Operating Costs (collectively 'Additional Rent'), payable in equal monthly installments based on Landlord's annual estimate, with reconciliation within 120 days of year end. Operating Costs exclude capital expenditures (except amortized over useful life), leasing commissions, and Landlord's income taxes. Tenant has audit rights once per Lease Year on 60 days notice.",None,,,No percentage rent.,3,5,"Tenant has 3 options to extend, each for a five (5) year term, at fair market rent (but not less than the rent payable in the final year of the prior Term). Notice required 9 months before expiry.","Operation of a light manufacturing and assembly facility for automotive components, including ancillary warehousing, R&D, and office space; no heavy industrial uses or outside storage of hazardous materials.",None,Tenant has no exclusivity rights under this Lease.,None,No co-tenancy provisions.,None,No radius restriction.,Restricted,Any assignment or subletting requires Landlord's prior written consent in its sole and absolute discretion. Tenant remains liable for all obligations.,None,No early termination rights other than for Landlord default or casualty/expropriation.,"$5/sf — $191,790.00 total","Landlord shall provide a Tenant Improvement Allowance of $5 per square foot of GLA (totaling $191,790.00), payable in one lump sum upon Tenant opening for business and delivery of paid invoices and lien waivers.","1 months (49,513.79)","Tenant shall deposit with Landlord on execution a Security Deposit equal to 1 months Minimum Rent ($49,513.79), held without interest and applicable to the final months of the Term subject to no Tenant default.",Indemnity Agreement from operating entity,N/A,CHP-LEGAL/CHP-IND-1136/00815-Lease-and-Amendments.pdf,AI-Auto-v3,2024-06-13
CHP-LSE-00816,CHP-IND-1137,Gatineau Power Centre,Industrial,"7966 Hurontario St, Gatineau, QC",Gatineau,QC,Anchor Premises,Amazon Canada Fulfillment Inc.,Amazon Canada Fulfillment,Logistics,Anchor,False,1026817,Expired,2012-09-15,2022-09-14,10,12.88,13225402.96,1102116.91,Annual fixed escalator of 3.05% per year,3.05% annual,Triple Net (NNN),$5.87/sf,"Tenant pays its Proportionate Share of Realty Taxes, Insurance, and Operating Costs (collectively 'Additional Rent'), payable in equal monthly installments based on Landlord's annual estimate, with reconciliation within 120 days of year end. Operating Costs exclude capital expenditures (except amortized over useful life), leasing commissions, and Landlord's income taxes. Tenant has audit rights once per Lease Year on 60 days notice.",None,,,No percentage rent.,3,5,"Tenant has 3 options to extend, each for a five (5) year term, at fair market rent (but not less than the rent payable in the final year of the prior Term). Notice required 9 months before expiry.","Operation of a third-party logistics, parcel sortation, or freight cross-dock facility, including ancillary fleet parking and trailer storage.",None,Tenant has no exclusivity rights under this Lease.,None,No co-tenancy provisions.,None,No radius restriction.,Permitted to affiliates / successors,"Tenant may assign or sublet without Landlord's consent to (i) any affiliate, parent or subsidiary, (ii) any successor by merger, amalgamation or reorganization, or (iii) any purchaser of all or substantially all of Tenant's assets in the Province. Any other assignment requires Landlord's consent, not to be unreasonably withheld.",None,No early termination rights other than for Landlord default or casualty/expropriation.,$0 (as-is),Premises delivered in as-is condition. No tenant improvement allowance.,Corporate guarantee,Lease guaranteed by parent entity. No security deposit.,Corporate covenant of Amazon Canada Fulfillment or parent entity,N/A,CHP-LEGAL/CHP-IND-1137/00816-Lease-and-Amendments.pdf,Property Mgmt,2024-04-03
CHP-LSE-00817,CHP-RET-1138,Terrebonne South,Retail,"409 Henderson Hwy, Terrebonne, QC",Terrebonne,QC,Anchor Premises,Zehrs,Zehrs,Grocery,Anchor,True,38196,Active,2023-05-03,2038-05-02,15,19.61,749023.56,62418.63,Stepped — 7.7% increase every 5 years,Year 6: $21.12/sf | Year 11: $22.75/sf | Year 16: $24.5/sf,Modified Net — capped CAM,$8.6/sf (CAM cap: 4.96% YoY),"Tenant pays Realty Taxes and Insurance on a fully net basis. CAM (excluding Realty Taxes, Insurance and Utilities) is capped at a maximum increase of 4.96% per Lease Year on a cumulative basis after the first full Lease Year. Excluded from CAM: capital expenditures, structural repairs, roof replacement, and management fees in excess of 4% of CAM.",5.33% over natural breakpoint,"$14,053,000.00",5.33%,"Tenant shall pay percentage rent equal to 5.33% of Gross Sales in excess of the Breakpoint of $14,053,000.00 per Lease Year. Gross Sales reports due quarterly; annual reconciliation within 90 days of fiscal year end. Landlord has audit rights with 30 days notice.",4,5,"Tenant has the right to extend the Term for 4 consecutive renewal periods of five (5) years each, on the same terms and conditions, except that Minimum Rent for each renewal shall increase by 7.7% over the prior period. Notice of renewal must be given not less than 12 months prior to expiry.","Operation of a full-service supermarket and ancillary uses customarily incidental thereto, including the sale of groceries, fresh produce, meat, bakery, deli, prepared foods, household goods, general merchandise, beer and wine where permitted by law, and a pharmacy.",Broad — pre-2024,"Landlord covenants that no other premises within the Shopping Centre, nor any lands within a one (1) kilometre radius of the Shopping Centre owned or controlled by Landlord or its affiliates, shall be used or occupied as a supermarket, grocery store, food market, butcher shop, fish market, fruit and vegetable market, bakery, or for the sale of groceries, produce or fresh meat as a primary use, for the duration of the Term and any renewal periods. FLAG: review for Competition Act compliance.",None,No co-tenancy provisions.,3 km radius restriction,"Tenant covenants that during the Term, neither Tenant nor any affiliate shall directly or indirectly operate, own, or have a financial interest in any other supermarket or grocery store within a 3 kilometre radius of the Premises (the 'Restricted Area'), provided that this restriction shall not apply to any store operating prior to the date hereof.",Permitted to affiliates / successors,"Tenant may assign or sublet without Landlord's consent to (i) any affiliate, parent or subsidiary, (ii) any successor by merger, amalgamation or reorganization, or (iii) any purchaser of all or substantially all of Tenant's assets in the Province. Any other assignment requires Landlord's consent, not to be unreasonably withheld.",None,No early termination rights other than for Landlord default or casualty/expropriation.,"$75/sf — $2,864,700.00 total","Landlord shall provide a Tenant Improvement Allowance of $75 per square foot of GLA (totaling $2,864,700.00), payable in two installments — 50% upon completion of demising walls and 50% upon Tenant opening for business.",Corporate covenant,No security deposit required given Tenant's investment-grade covenant.,Corporate covenant of Zehrs or parent entity,Zehrs,CHP-LEGAL/CHP-RET-1138/00817-Lease-and-Amendments.pdf,AI-Auto-v3,2024-06-06
CHP-LSE-00818,CHP-RET-1138,Terrebonne South,Retail,"409 Henderson Hwy, Terrebonne, QC",Terrebonne,QC,Anchor Premises,Your Independent Grocer,Your Independent Grocer,Grocery,Anchor,True,50329,Active,2023-11-02,2038-11-01,15,14.23,716181.67,59681.81,Stepped — 7.7% increase every 5 years,Year 6: $15.33/sf | Year 11: $16.51/sf | Year 16: $17.78/sf,Triple Net (NNN),$11.83/sf,"Tenant pays its Proportionate Share of Realty Taxes, Insurance, CAM/Operating Costs and Utilities, payable monthly with annual reconciliation. Management fee included in CAM at 4% of gross CAM costs. Tenant has audit rights annually.",5.11% over natural breakpoint,"$14,015,000.00",5.11%,"Tenant shall pay percentage rent equal to 5.11% of Gross Sales in excess of the Breakpoint of $14,015,000.00 per Lease Year. Gross Sales reports due quarterly; annual reconciliation within 90 days of fiscal year end. Landlord has audit rights with 30 days notice.",6,5,"Tenant has the right to extend the Term for 6 consecutive renewal periods of five (5) years each, on the same terms and conditions, except that Minimum Rent for each renewal shall increase by 7.7% over the prior period. Notice of renewal must be given not less than 12 months prior to expiry.","Operation of a full-service supermarket and ancillary uses customarily incidental thereto, including the sale of groceries, fresh produce, meat, bakery, deli, prepared foods, household goods, general merchandise, beer and wine where permitted by law, and a pharmacy.",Broad — pre-2024,"Landlord covenants that no other premises within the Shopping Centre, nor any lands within a one (1) kilometre radius of the Shopping Centre owned or controlled by Landlord or its affiliates, shall be used or occupied as a supermarket, grocery store, food market, butcher shop, fish market, fruit and vegetable market, bakery, or for the sale of groceries, produce or fresh meat as a primary use, for the duration of the Term and any renewal periods. FLAG: review for Competition Act compliance.",None,No co-tenancy provisions.,8 km radius restriction,"Tenant covenants that during the Term, neither Tenant nor any affiliate shall directly or indirectly operate, own, or have a financial interest in any other supermarket or grocery store within a 8 kilometre radius of the Premises (the 'Restricted Area'), provided that this restriction shall not apply to any store operating prior to the date hereof.",Permitted to affiliates / successors,"Tenant may assign or sublet without Landlord's consent to (i) any affiliate, parent or subsidiary, (ii) any successor by merger, amalgamation or reorganization, or (iii) any purchaser of all or substantially all of Tenant's assets in the Province. Any other assignment requires Landlord's consent, not to be unreasonably withheld.",None,No early termination rights other than for Landlord default or casualty/expropriation.,$0 (as-is),"Premises delivered in as-is, where-is condition. Tenant responsible for all leasehold improvements at its sole cost.",Corporate covenant,No security deposit required given Tenant's investment-grade covenant.,Corporate covenant of Your Independent Grocer or parent entity,Zehrs,CHP-LEGAL/CHP-RET-1138/00818-Lease-and-Amendments.pdf,AI-Auto-v3,2025-04-09
CHP-LSE-00819,CHP-RET-1138,Terrebonne South,Retail,"409 Henderson Hwy, Terrebonne, QC",Terrebonne,QC,Unit G15,H&R Block Inc.,H&R Block,Professional Services,CRU,False,1333,Active,2023-06-25,2033-06-24,10,46.78,62357.74,5196.48,"CPI-indexed annually, floor 2.0% / cap 5.0%",CPI annual,Triple Net (NNN),$14.19/sf,"Tenant pays its Proportionate Share of Realty Taxes, Insurance, CAM/Operating Costs and Utilities, payable monthly with annual reconciliation. Management fee included in CAM at 4% of gross CAM costs. Tenant has audit rights annually.",None,,,No percentage rent.,2,5,"Tenant has 2 option(s) to extend, each for a five (5) year term, at the greater of (i) FMR and (ii) the rent payable in the final year of the prior period. Notice required 9 months before expiry.",Operation of a tax preparation and bookkeeping services office.,None,Tenant has no exclusivity rights under this Lease.,Opening,"If Zehrs is not open and operating in the Shopping Centre on the Commencement Date, Tenant may delay opening and pay only 50% of Minimum Rent until the Anchor opens; if the Anchor has not opened within 12 months, Tenant may terminate.",None,No radius restriction.,"Consent required, not unreasonably withheld","Tenant shall not assign this Lease or sublet the Premises without Landlord's prior written consent, such consent not to be unreasonably withheld, conditioned, or delayed. Tenant shall remain liable under the Lease following any assignment. 50% of any net profit on assignment payable to Landlord.",None,No early termination rights other than for Landlord default or casualty/expropriation.,"$65/sf — $86,645.00 total","Landlord shall provide a Tenant Improvement Allowance of $65 per square foot of GLA (totaling $86,645.00), payable in two installments — 50% upon completion of demising walls and 50% upon Tenant opening for business.","1 months (5,196.48)","Tenant shall deposit with Landlord on execution a Security Deposit equal to 1 months Minimum Rent ($5,196.48), held without interest and applicable to the final months of the Term subject to no Tenant default.",None,Zehrs,CHP-LEGAL/CHP-RET-1138/00819-Lease-and-Amendments.pdf,AI-Auto-v3,2026-07-05
CHP-LSE-00820,CHP-RET-1138,Terrebonne South,Retail,"409 Henderson Hwy, Terrebonne, QC",Terrebonne,QC,Unit D38,Terrebonne Tutoring Centre Inc.,Terrebonne Tutoring Centre,QSR,CRU,False,1645,Expired,2008-05-02,2018-05-01,10,63.12,103832.4,8652.7,"CPI-indexed annually, floor 2.0% / cap 5.0%",CPI annual,Triple Net (NNN),$13.52/sf,"Tenant pays its Proportionate Share of Realty Taxes, Insurance, CAM/Operating Costs and Utilities, payable monthly with annual reconciliation. Management fee included in CAM at 4% of gross CAM costs. Tenant has audit rights annually.",5.61% over natural breakpoint,"$1,851,000.00",5.61%,"Tenant shall pay percentage rent equal to 5.61% of Gross Sales in excess of the Breakpoint of $1,851,000.00 per Lease Year. Gross Sales reports due quarterly; annual reconciliation within 90 days of fiscal year end. Landlord has audit rights with 30 days notice.",0,0,No renewal options.,"Operation of a quick-service restaurant for the sale of Mexican-style fast casual food, including drive-thru service where Building permits, and the sale of related beverages and ancillary food items.",Limited,"Landlord shall not lease any other premises in the Shopping Centre to a quick-service restaurant whose primary business is the sale of pizza and Italian fast food, for a period of thirty-six (36) months from Commencement.",None,No co-tenancy provisions.,None,No radius restriction.,Restricted,Any assignment or subletting requires Landlord's prior written consent in its sole and absolute discretion. Tenant remains liable for all obligations.,None,No early termination rights other than for Landlord default or casualty/expropriation.,$0 (as-is),Premises delivered in as-is condition. No tenant improvement allowance.,"3 months (25,958.10)","Tenant shall deposit with Landlord on execution a Security Deposit equal to 3 months Minimum Rent ($25,958.10), held without interest and applicable to the final months of the Term subject to no Tenant default.",Indemnity Agreement from operating entity,Zehrs,CHP-LEGAL/CHP-RET-1138/00820-Lease-and-Amendments.pdf,AI-Auto-v3,2026-02-26
CHP-LSE-00821,CHP-RET-1138,Terrebonne South,Retail,"409 Henderson Hwy, Terrebonne, QC",Terrebonne,QC,Unit A31,Rogers Inc.,Rogers,Telecom,CRU,False,3158,Expired (holdover),2013-10-27,2023-10-26,10,43.51,137404.58,11450.38,Stepped — 8-12% bump every 5 years,Year 6: $48.15/sf | Year 11: $52.04/sf,Triple Net (NNN),$15.87/sf,"Tenant pays its Proportionate Share of Realty Taxes, Insurance, CAM/Operating Costs and Utilities, payable monthly with annual reconciliation. Management fee included in CAM at 4% of gross CAM costs. Tenant has audit rights annually.",None,,,No percentage rent.,2,5,"Tenant has 2 option(s) to extend, each for a five (5) year term, at the greater of (i) FMR and (ii) the rent payable in the final year of the prior period. Notice required 9 months before expiry.","Operation of a retail telecommunications store, including the sale and activation of mobile devices, wireless plans, and accessories.",None,Tenant has no exclusivity rights under this Lease.,Ongoing,"If Zehrs ceases operations and the premises remain dark for more than 180 consecutive days, Tenant shall pay reduced rent equal to the lesser of (i) Minimum Rent or (ii) 4% of Gross Sales until a Replacement Anchor (a national/regional grocery chain operating ≥25,000 sf) opens. If no Replacement Anchor opens within 18 months, Tenant may terminate on 60 days' notice.",None,No radius restriction.,"Consent required, not unreasonably withheld","Tenant shall not assign this Lease or sublet the Premises without Landlord's prior written consent, such consent not to be unreasonably withheld, conditioned, or delayed. Tenant shall remain liable under the Lease following any assignment. 50% of any net profit on assignment payable to Landlord.",Kick-out — sales-based,"If Tenant's Gross Sales for any Lease Year (after Year 3) are less than $400, Tenant may terminate on 90 days notice and payment of unamortized TI/LL Work.,000","$65/sf — $205,270.00 total","Landlord shall provide a Tenant Improvement Allowance of $65 per square foot of GLA (totaling $205,270.00), payable in one lump sum upon Tenant opening for business and delivery of paid invoices and lien waivers.","3 months (34,351.14)","Tenant shall deposit with Landlord on execution a Security Deposit equal to 3 months Minimum Rent ($34,351.14), held without interest and applicable to the final months of the Term subject to no Tenant default.",None,Zehrs,CHP-LEGAL/CHP-RET-1138/00821-Lease-and-Amendments.pdf,AI-Auto-v3,2025-03-21
CHP-LSE-00822,CHP-RET-1138,Terrebonne South,Retail,"409 Henderson Hwy, Terrebonne, QC",Terrebonne,QC,Anchor Premises,Loblaws,Loblaws,Grocery,Anchor,True,70518,Active,2025-07-14,2040-07-13,15,17.23,1215025.14,101252.09,Stepped — 7.7% increase every 5 years,Year 6: $18.56/sf | Year 11: $19.99/sf | Year 16: $21.53/sf,Modified Net — capped CAM,$8.94/sf (CAM cap: 3.27% YoY),"Tenant pays Realty Taxes and Insurance on a fully net basis. CAM (excluding Realty Taxes, Insurance and Utilities) is capped at a maximum increase of 3.27% per Lease Year on a cumulative basis after the first full Lease Year. Excluded from CAM: capital expenditures, structural repairs, roof replacement, and management fees in excess of 4% of CAM.",5.15% over natural breakpoint,"$23,593,000.00",5.15%,"Tenant shall pay percentage rent equal to 5.15% of Gross Sales in excess of the Breakpoint of $23,593,000.00 per Lease Year. Gross Sales reports due quarterly; annual reconciliation within 90 days of fiscal year end. Landlord has audit rights with 30 days notice.",6,5,"Tenant has the right to extend the Term for 6 consecutive renewal periods of five (5) years each, on the same terms and conditions, except that Minimum Rent for each renewal shall increase by 7.7% over the prior period. Notice of renewal must be given not less than 12 months prior to expiry.","Operation of a full-service supermarket and ancillary uses customarily incidental thereto, including the sale of groceries, fresh produce, meat, bakery, deli, prepared foods, household goods, general merchandise, beer and wine where permitted by law, and a pharmacy.",Narrow — post-2024,"Landlord covenants that, for the first sixty (60) months of the Term, no other premises within the Shopping Centre (excluding any Pad and any premises of less than 4,000 sf) shall be leased to a full-service supermarket whose primary business is the sale of groceries. This restriction shall expire automatically on the fifth anniversary of the Commencement Date.",None,No co-tenancy provisions.,3 km radius restriction,"Tenant covenants that during the Term, neither Tenant nor any affiliate shall directly or indirectly operate, own, or have a financial interest in any other supermarket or grocery store within a 3 kilometre radius of the Premises (the 'Restricted Area'), provided that this restriction shall not apply to any store operating prior to the date hereof.",Permitted to affiliates / successors,"Tenant may assign or sublet without Landlord's consent to (i) any affiliate, parent or subsidiary, (ii) any successor by merger, amalgamation or reorganization, or (iii) any purchaser of all or substantially all of Tenant's assets in the Province. Any other assignment requires Landlord's consent, not to be unreasonably withheld.",None,No early termination rights other than for Landlord default or casualty/expropriation.,"$35/sf — $2,468,130.00 total","Landlord shall provide a Tenant Improvement Allowance of $35 per square foot of GLA (totaling $2,468,130.00), payable in one lump sum upon Tenant opening for business and delivery of paid invoices and lien waivers.",Corporate covenant,No security deposit required given Tenant's investment-grade covenant.,Corporate covenant of Loblaws or parent entity,Zehrs,CHP-LEGAL/CHP-RET-1138/00822-Lease-and-Amendments.pdf,Legal Team,2024-08-07
CHP-LSE-00823,CHP-RET-1138,Terrebonne South,Retail,"409 Henderson Hwy, Terrebonne, QC",Terrebonne,QC,Unit A01,Jean Coutu Inc.,Jean Coutu,Pharmacy,CRU,False,17630,Expired,2015-02-04,2020-02-03,5,39.33,693387.9,57782.33,Annual fixed escalator of 2.07% per year,2.07% annual,Triple Net (NNN),$11.41/sf,"Tenant pays its Proportionate Share of Realty Taxes, Insurance, CAM/Operating Costs and Utilities, payable monthly with annual reconciliation. Management fee included in CAM at 4% of gross CAM costs. Tenant has audit rights annually.",None,,,No percentage rent.,2,5,"Tenant has 2 option(s) to extend, each for a five (5) year term, at the greater of (i) FMR and (ii) the rent payable in the final year of the prior period. Notice required 9 months before expiry.","Operation of a retail pharmacy and drug store, including the dispensing of prescription and over-the-counter pharmaceuticals, health and beauty aids, cosmetics, photo finishing, post office services, and ancillary convenience merchandise.",None,Tenant has no exclusivity rights under this Lease.,None,No co-tenancy provisions.,None,No radius restriction.,Restricted,Any assignment or subletting requires Landlord's prior written consent in its sole and absolute discretion. Tenant remains liable for all obligations.,None,No early termination rights other than for Landlord default or casualty/expropriation.,$0 (as-is),Premises delivered in as-is condition. No tenant improvement allowance.,"6 months (346,693.95)","Tenant shall deposit with Landlord on execution a Security Deposit equal to 6 months Minimum Rent ($346,693.95), held without interest and applicable to the final months of the Term subject to no Tenant default.",Indemnity Agreement from operating entity,Zehrs,CHP-LEGAL/CHP-RET-1138/00823-Lease-and-Amendments.pdf,Legal Team,2024-02-04
CHP-LSE-00824,CHP-RET-1138,Terrebonne South,Retail,"409 Henderson Hwy, Terrebonne, QC",Terrebonne,QC,Unit G37,Kingsway Tailor Inc.,Kingsway Tailor,Professional Services,CRU,False,1963,Expired,2019-01-01,2023-12-31,5,61.82,121352.66,10112.72,"CPI-indexed annually, floor 2.0% / cap 5.0%",CPI annual,Triple Net (NNN),$14.98/sf,"Tenant pays its Proportionate Share of Realty Taxes, Insurance, CAM/Operating Costs and Utilities, payable monthly with annual reconciliation. Management fee included in CAM at 4% of gross CAM costs. Tenant has audit rights annually.",None,,,No percentage rent.,2,5,"Tenant has 2 option(s) to extend, each for a five (5) year term, at the greater of (i) FMR and (ii) the rent payable in the final year of the prior period. Notice required 9 months before expiry.",Operation of a tax preparation and bookkeeping services office.,None,Tenant has no exclusivity rights under this Lease.,Ongoing,"If Zehrs ceases operations and the premises remain dark for more than 180 consecutive days, Tenant shall pay reduced rent equal to the lesser of (i) Minimum Rent or (ii) 4% of Gross Sales until a Replacement Anchor (a national/regional grocery chain operating ≥25,000 sf) opens. If no Replacement Anchor opens within 18 months, Tenant may terminate on 60 days' notice.",None,No radius restriction.,Restricted,Any assignment or subletting requires Landlord's prior written consent in its sole and absolute discretion. Tenant remains liable for all obligations.,None,No early termination rights other than for Landlord default or casualty/expropriation.,"$15/sf — $29,445.00 total","Landlord shall provide a Tenant Improvement Allowance of $15 per square foot of GLA (totaling $29,445.00), payable in one lump sum upon Tenant opening for business and delivery of paid invoices and lien waivers.","3 months (30,338.17)","Tenant shall deposit with Landlord on execution a Security Deposit equal to 3 months Minimum Rent ($30,338.17), held without interest and applicable to the final months of the Term subject to no Tenant default.",Indemnity Agreement from operating entity,Zehrs,CHP-LEGAL/CHP-RET-1138/00824-Lease-and-Amendments.pdf,Property Mgmt,2026-11-03
CHP-LSE-00825,CHP-RET-1138,Terrebonne South,Retail,"409 Henderson Hwy, Terrebonne, QC",Terrebonne,QC,Anchor Premises,Fortinos,Fortinos,Grocery,Anchor,True,45012,Active,2025-02-05,2040-02-04,15,13.55,609912.6,50826.05,Stepped — 7.7% increase every 5 years,Year 6: $14.59/sf | Year 11: $15.71/sf | Year 16: $16.92/sf,Modified Net — capped CAM,$7.82/sf (CAM cap: 3.59% YoY),"Tenant pays Realty Taxes and Insurance on a fully net basis. CAM (excluding Realty Taxes, Insurance and Utilities) is capped at a maximum increase of 3.59% per Lease Year on a cumulative basis after the first full Lease Year. Excluded from CAM: capital expenditures, structural repairs, roof replacement, and management fees in excess of 4% of CAM.",5.94% over natural breakpoint,"$10,268,000.00",5.94%,"Tenant shall pay percentage rent equal to 5.94% of Gross Sales in excess of the Breakpoint of $10,268,000.00 per Lease Year. Gross Sales reports due quarterly; annual reconciliation within 90 days of fiscal year end. Landlord has audit rights with 30 days notice.",4,5,"Tenant has the right to extend the Term for 4 consecutive renewal periods of five (5) years each, on the same terms and conditions, except that Minimum Rent for each renewal shall increase by 7.7% over the prior period. Notice of renewal must be given not less than 12 months prior to expiry.","Operation of a full-service supermarket and ancillary uses customarily incidental thereto, including the sale of groceries, fresh produce, meat, bakery, deli, prepared foods, household goods, general merchandise, beer and wine where permitted by law, and a pharmacy.",Narrow — post-2024,"Landlord covenants that, for the first sixty (60) months of the Term, no other premises within the Shopping Centre (excluding any Pad and any premises of less than 4,000 sf) shall be leased to a full-service supermarket whose primary business is the sale of groceries. This restriction shall expire automatically on the fifth anniversary of the Commencement Date.",None,No co-tenancy provisions.,8 km radius restriction,"Tenant covenants that during the Term, neither Tenant nor any affiliate shall directly or indirectly operate, own, or have a financial interest in any other supermarket or grocery store within a 8 kilometre radius of the Premises (the 'Restricted Area'), provided that this restriction shall not apply to any store operating prior to the date hereof.",Permitted to affiliates / successors,"Tenant may assign or sublet without Landlord's consent to (i) any affiliate, parent or subsidiary, (ii) any successor by merger, amalgamation or reorganization, or (iii) any purchaser of all or substantially all of Tenant's assets in the Province. Any other assignment requires Landlord's consent, not to be unreasonably withheld.",None,No early termination rights other than for Landlord default or casualty/expropriation.,"$35/sf — $1,575,420.00 total","Landlord shall provide a Tenant Improvement Allowance of $35 per square foot of GLA (totaling $1,575,420.00), payable in two installments — 50% upon completion of demising walls and 50% upon Tenant opening for business.",Corporate covenant,No security deposit required given Tenant's investment-grade covenant.,Corporate covenant of Fortinos or parent entity,Zehrs,CHP-LEGAL/CHP-RET-1138/00825-Lease-and-Amendments.pdf,Property Mgmt,2024-10-16
